ID; Nazwa; Cena; Obrazy; Opis; Cechy; Aktywność; Ilość; W sprzedaży ;Kategoria
784;Trampki Converse Chuck Taylor All Star Rubber OX "Black";149.99;https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/651793C_2D_0001~1.jpg,https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/651793C_2D_0003.jpg;Buty Dziecięce;Rozmiary:  37  37.5  38  38.5 36, Kolor: Czarny, Sezon: Jesień/Zima;1;200;1;Buty dziecięce
785;Buty Nike Tanjun (GS) "Anthracite";169.99;https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/818381_007_0001~1.jpg,https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/818381_007_0013.jpg;Buty Dziecięce;Rozmiary:  36.5  37.5  38  38.5  39  40 36, Kolor: Szary, Sezon: Jesień/Zima;1;200;1;Buty dziecięce
786;Buty Nike Tanjun (GS) "Dark Grey";169.99;https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/818381_008_0001~1.jpg,https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/818381_008_0013.jpg;Buty Męskie;Rozmiary:  36.5  37.5  38  38.5  39  40 36, Kolor: Szary, Sezon: Jesień/Zima;1;200;1;Buty dziecięce
787;Buty Vans Atwood Canvas S "Sodalite Blue";169.99;https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/V3ZGK6K_2D_0001~1.jpg,https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/V3ZGK6K_2D_0003.jpg;Buty Dziecięce;Rozmiary:  37  38  39 36, Kolor: Niebieski, Sezon: Jesień/Zima;1;200;1;Buty dziecięce
788;Buty adidas ZX FLUX J "GREONE";199.99;https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/BY9830_0001~1.jpg,https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/BY9830_0013.jpg;Buty Dziecięce;Rozmiary:  38  38 2/3  39 1/3  40 37 1/3, Kolor: Zielony, Sezon: Jesień/Zima;1;200;1;Buty dziecięce
789;Buty adidas Stan Smith J "LINGRN";199.99;https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/CP9812_0001~1.jpg,https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/CP9812_0013.jpg;Buty Dziecięce;Rozmiary:  37 1/3  38  38 2/3 36 2/3, Kolor: Zielony, Sezon: Jesień/Zima;1;200;1;Buty dziecięce
790;Buty adidas Stan Smith J "Ice Blue";229.49;https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/BY9983_2D_0001~1.jpg,https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/BY9983_2D_0003.jpg;Buty Dziecięce;Rozmiary:  37 1/3  38  38 2/3 36 2/3, Kolor: Niebieski, Sezon: Jesień/Zima;1;200;1;Buty dziecięce
791;Buty adidas Stan Smith CF I "White";169.99;https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/BZ0520__2_~2.jpg,https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/BZ0520__5_.jpg;Buty Dziecięce;Rozmiary:  23  24  25  26  27 22, Kolor: Biały, Sezon: Jesień/Zima;1;200;1;Buty dziecięce
792;Buty Nike Lunar Apparent (GS) "Black/White";237.99;https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/917943_001__3_~1.jpg,https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/917943_001__5_.jpg;Buty Dziecięce;Rozmiary:  36.5  37.5  38.5  39  40 36, Kolor: Czarny, Sezon: Jesień/Zima;1;200;1;Buty dziecięce
793;Buty Nike Revolution 3 (GS) "Black";161.49;https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/819413_009__3_~1.jpg,https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/819413_009__5_.jpg;Buty Dziecięce;Rozmiary: 40, Kolor: Czarny, Sezon: Jesień/Zima;1;200;1;Buty dziecięce
794;Buty adidas Haven J "Red";237.99;https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/BY9479__3_~1.jpg,https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/BY9479__5_.jpg;Buty Dziecięce;Rozmiary:  38  38 2/3  39 1/3  40 37 1/3, Kolor: Czerwony, Sezon: Jesień/Zima;1;200;1;Buty dziecięce
795;Buty Nike Flex Contact (GS) "Black";212.49;https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/917932_002_2D_0003~1.jpg,https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/917932_002_2D_0005.jpg;Buty Dziecięce;Rozmiary:  36.5  37.5  38  38.5  39  40 36, Kolor: Czarny, Sezon: Jesień/Zima;1;200;1;Buty dziecięce
796;Buty Nike Zoom Assersion (GS) "Black";254.99;https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/918385_001_2D_0001~1.jpg,https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/918385_001_2D_0003.jpg;Buty Dziecięce;Rozmiary:  36.5  37  38  38.5  39 35, Kolor: Czarny, Sezon: Jesień/Zima;1;200;1;Buty dziecięce
797;Buty adidas Swift Run J "Black";199.99;https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/CM7919_0001~1.jpg,https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/CM7919_0013.jpg;Buty Dziecięce;Rozmiary:  37 1/3  38  38 2/3  39 1/3  40 36 2/3, Kolor: Czarny, Sezon: Jesień/Zima;1;200;1;Buty dziecięce
798;Buty adidas Swift Run J "FTWR White";199.99;https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/CM7920_0001~1.jpg,https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/CM7920_0013.jpg;Buty Dziecięce;Rozmiary:  37 1/3  38  38 2/3  39 1/3  40 36 2/3, Kolor: Biały, Sezon: Jesień/Zima;1;200;1;Buty dziecięce
799;Buty adidas Haven J "Blue";237.99;https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/BY9480_0001~1.jpg,https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/BY9480_0013.jpg;Buty Dziecięce;Rozmiary:  38  38 2/3  39 1/3  40 37 1/3, Kolor: Niebieski, Sezon: Jesień/Zima;1;200;1;Buty dziecięce
800;Buty adidas AltaSport CF K "Black";109.99;https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/BA7459_2D_0001~1.jpg,https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/BA7459_2D_0003.jpg;Buty Dziecięce;Rozmiary:  32  33 31, Kolor: Czarny, Sezon: Jesień/Zima;1;200;1;Buty dziecięce
801;Buty adidas AltaSport Mid EL K "Collegiate Navy";144.49;https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/BB6209_2D_0001~1.jpg,https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/BB6209_2D_0003.jpg;Buty Dziecięce;Rozmiary: 33, Kolor: Granatowy, Sezon: Jesień/Zima;1;200;1;Buty dziecięce
802;Buty adidas Varial Mid J "Core Black";229.49;https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/BY4085_2D_0001~1.jpg,https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/BY4085_2D_0003.jpg;Buty Dziecięce;Rozmiary:  38  38 2/3  39 1/3  40 37 1/3, Kolor: Czarny, Sezon: Jesień/Zima;1;200;1;Buty dziecięce
803;Buty Nike Air Max Sequent 2 (GS) "Wolf Grey";359.99;https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/869994_003_0001~1.jpg,https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/869994_003_0013.jpg;Buty Dziecięce;Rozmiary:  37.5  38  38.5 36.5, Kolor: Szary, Sezon: Jesień/Zima;1;200;1;Buty dziecięce
804;Buty adidas AltaSport CF K "Blue";110.49;https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/S81059_2D_0001~1.jpg,https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/S81059_2D_0003.jpg;Buty Dziecięce;Rozmiary:  31  32  33  34  35  35.5 30, Kolor: Niebieski, Sezon: Jesień/Zima;1;200;1;Buty dziecięce
805;Buty adidas AltaSport CF K "Navy";110.49;https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/S81058_2D_0001~1.jpg,https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/S81058_2D_0003.jpg;Buty Dziecięce;Rozmiary:  32  33  34  35  35.5 31, Kolor: Granatowy, Sezon: Jesień/Zima;1;200;1;Buty dziecięce
806;Buty Nike Court Royale (PSV) "White";144.49;https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/833536_102_2D_0001~1.jpg,https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/833536_102_2D_0003.jpg;Buty Dziecięce;Rozmiary:  31  32  33  34  35 30, Kolor: Biały, Sezon: Jesień/Zima;1;200;1;Buty dziecięce
807;Buty Nike MD Runner 2 (PSV) "Gym Red";144.49;https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/807317_603_2D_0001~1.jpg,https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/807317_603_2D_0003.jpg;Buty Dziecięce;Rozmiary:  29.5  30  31  32  33 28, Kolor: Czerwony, Sezon: Jesień/Zima;1;200;1;Buty dziecięce
808;Buty Nike Portmore ll Ultralight (GS) "Team Red";159.99;https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/905211_004_0001~1.jpg,https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/905211_004_0013.jpg;Buty Dziecięce;Rozmiary:  37.5  38  38.5  39  40 36.5, Kolor: Czerwony, Sezon: Jesień/Zima;1;200;1;Buty dziecięce
809;Buty Puma Basket Classic LFS Jr "White";209.99;https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/36450304_0001~1.jpg,https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/36450304_0013.jpg;Buty Dziecięce;Rozmiary:  37  37.5  38  38.5  39 36, Kolor: Biały, Sezon: Jesień/Zima;1;200;1;Buty dziecięce
810;Buty Puma Suede Platform SNK Jr "Dark Purple";259.99;https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/36390603_0001~1.jpg,https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/36390603_0013.jpg;Buty Dziecięce;Rozmiary:  37  37.5  38  38.5  39 36, Kolor: Fioletowy, Sezon: Jesień/Zima;1;200;1;Buty dziecięce
811;Buty Puma Suede Platform SNK JR "Puma Black";259.99;https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/36390602_0001~1.jpg,https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/36390602_0013.jpg;Buty Dziecięce;Rozmiary:  37  37.5  38  38.5  39 36, Kolor: Czarny, Sezon: Jesień/Zima;1;200;1;Buty dziecięce
812;Buty Nike Downshifter 7 (GS) "Black";169.99;https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/869969_004_2D_0001~3.jpg,https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/869969_004_2D_0003~1.jpg;Buty Dziecięce;Rozmiary:  38  38.5  39  40 37.5, Kolor: Czarny, Sezon: Jesień/Zima;1;200;1;Buty dziecięce
813;Buty Nike Star Runner (GS) "Black";144.49;;;;;;;
